====================================================================================================
Detailed Report of 2019-04-29
====================================================================================================

Time Slot    Time Period          True         Predicted    Error        MSE          MAE         
50           04:10-04:14          0            2            2            4.40         2           
51           04:15-04:19          0            2            2            4.08         2           
52           04:20-04:24          0            2            2            3.76         2           
53           04:25-04:29          0            2            2            3.46         2           
54           04:30-04:34          0            2            2            3.18         2           
55           04:35-04:39          0            2            2            2.91         2           
56           04:40-04:44          0            2            2            2.66         2           
57           04:45-04:49          0            2            2            2.44         2           
58           04:50-04:54          0            1            1            2.24         1           
59           04:55-04:59          0            1            1            2.06         1           
60           05:00-05:04          0            1            1            1.92         1           
61           05:05-05:09          0            1            1            1.81         1           
62           05:10-05:14          0            1            1            1.74         1           
63           05:15-05:19          0            1            1            1.72         1           
64           05:20-05:24          0            1            1            1.75         1           
65           05:25-05:29          0            1            1            1.86         1           
66           05:30-05:34          0            1            1            2.07         1           
67           05:35-05:39          0            2            2            2.46         2           
68           05:40-05:44          0            2            2            3.18         2           
69           05:45-05:49          0            2            2            4.50         2           
70           05:50-05:54          0            3            3            6.90         3           
71           05:55-05:59          0            3            3            11.17        3           
72           06:00-06:04          0            4            4            18.54        4           
73           06:05-06:09          0            6            6            30.56        6           
74           06:10-06:14          0            7            7            48.84        7           
75           06:15-06:19          0            9            9            74.59        9           
76           06:20-06:24          5            10           5            29.21        5           
77           06:25-06:29          0            12           12           152.89       12          
78           06:30-06:34          6            14           8            66.32        8           
79           06:35-06:39          6            16           10           100.03       10          
80           06:40-06:44          4            18           14           190.11       14          
81           06:45-06:49          8            19           11           127.82       11          
82           06:50-06:54          12           21           9            80.19        9           
83           06:55-06:59          22           23           1            1.18         1           
84           07:00-07:04          37           26           -11          131.67       11          
85           07:05-07:09          39           31           -8           70.13        8           
86           07:10-07:14          72           41           -31          931.92       31          
87           07:15-07:19          27           69           42           1773.56      42          
88           07:20-07:24          38           52           14           185.72       14          
89           07:25-07:29          47           44           -3           9.50         3           
90           07:30-07:34          59           50           -9           80.32        9           
91           07:35-07:39          71           65           -6           34.02        6           
92           07:40-07:44          78           89           11           115.36       11          
93           07:45-07:49          89           104          15           240.00       15          
94           07:50-07:54          59           120          61           3740.39      61          
95           07:55-07:59          59           87           28           763.64       28          
96           08:00-08:04          71           58           -13          163.57       13          
97           08:05-08:09          76           62           -14          207.29       14          
98           08:10-08:14          66           72           6            32.15        6           
99           08:15-08:19          70           60           -10          98.41        10          
100          08:20-08:24          57           51           -6           33.31        6           
101          08:25-08:29          53           41           -12          150.96       12          
102          08:30-08:34          65           39           -26          682.13       26          
103          08:35-08:39          81           40           -41          1693.03      41          
104          08:40-08:44          85           46           -39          1500.53      39          
105          08:45-08:49          72           57           -15          219.68       15          
106          08:50-08:54          62           52           -10          98.11        10          
107          08:55-08:59          59           44           -15          217.07       15          
108          09:00-09:04          52           41           -11          131.79       11          
109          09:05-09:09          57           39           -18          326.45       18          
110          09:10-09:14          43           39           -4           18.03        4           
111          09:15-09:19          52           37           -15          225.32       15          
112          09:20-09:24          49           37           -12          145.50       12          
113          09:25-09:29          50           37           -13          170.24       13          
114          09:30-09:34          52           37           -15          225.63       15          
115          09:35-09:39          35           37           2            5.69         2           
116          09:40-09:44          33           35           2            6.07         2           
117          09:45-09:49          23           34           11           116.43       11          
118          09:50-09:54          22           32           10           97.06        10          
119          09:55-09:59          22           31           9            81.23        9           
120          10:00-10:04          15           31           16           242.43       16          
121          10:05-10:09          16           30           14           191.79       14          
122          10:10-10:14          36           29           -7           43.49        7           
123          10:15-10:19          37           31           -6           41.15        6           
124          10:20-10:24          17           32           15           233.31       15          
125          10:25-10:29          21           31           10           96.72        10          
126          10:30-10:34          40           30           -10          92.96        10          
127          10:35-10:39          21           32           11           124.57       11          
128          10:40-10:44          28           31           3            12.25        3           
129          10:45-10:49          28           31           3            11.04        3           
130          10:50-10:54          45           32           -13          180.61       13          
131          10:55-10:59          32           34           2            3.57         2           
132          11:00-11:04          59           34           -25          630.68       25          
133          11:05-11:09          109          37           -72          5193.29      72          
134          11:10-11:14          85           60           -25          629.55       25          
135          11:15-11:19          105          76           -29          858.68       29          
136          11:20-11:24          126          95           -31          958.90       31          
137          11:25-11:29          187          126          -61          3757.92      61          
138          11:30-11:34          227          201          -26          651.43       26          
139          11:35-11:39          255          305          50           2548.89      50          
140          11:40-11:44          351          380          29           824.46       29          
141          11:45-11:49          325          520          195          38086.58     195         
142          11:50-11:54          295          529          234          54929.27     234         
143          11:55-11:59          318          438          120          14469.59     120         
144          12:00-12:04          297          397          100          9977.95      100         
145          12:05-12:09          303          346          43           1816.21      43          
146          12:10-12:14          267          320          53           2780.17      53          
147          12:15-12:19          174          286          112          12635.03     112         
148          12:20-12:24          164          199          35           1231.62      35          
149          12:25-12:29          127          147          20           408.29       20          
150          12:30-12:34          127          107          -20          396.06       20          
151          12:35-12:39          101          89           -12          142.07       12          
152          12:40-12:44          66           77           11           128.52       11          
153          12:45-12:49          70           62           -8           63.95        8           
154          12:50-12:54          60           55           -5           22.53        5           
155          12:55-12:59          24           51           27           710.33       27          
156          13:00-13:04          11           39           28           768.72       28          
157          13:05-13:09          16           31           15           232.42       15          
158          13:10-13:14          11           30           19           354.73       19          
159          13:15-13:19          14           29           15           216.66       15          
160          13:20-13:24          11           28           17           290.23       17          
161          13:25-13:29          12           27           15           239.20       15          
162          13:30-13:34          7            27           20           404.10       20          
163          13:35-13:39          3            27           24           556.60       24          
164          13:40-13:44          6            26           20           398.08       20          
165          13:45-13:49          1            26           25           608.18       25          
166          13:50-13:54          1            25           24           585.44       24          
167          13:55-13:59          7            25           18           317.01       18          
168          14:00-14:04          6            25           19           355.85       19          
169          14:05-14:09          1            25           24           568.34       24          
170          14:10-14:14          0            24           24           598.44       24          
171          14:15-14:19          1            24           23           533.00       23          
172          14:20-14:24          4            24           20           394.70       20          
173          14:25-14:29          2            24           22           477.66       22          
174          14:30-14:34          5            24           19           349.89       19          
175          14:35-14:39          2            24           22           471.30       22          
176          14:40-14:44          4            24           20           381.21       20          
177          14:45-14:49          0            23           23           549.47       23          
178          14:50-14:54          0            23           23           535.17       23          
179          14:55-14:59          2            23           21           434.52       21          
180          15:00-15:04          2            23           21           429.74       21          
181          15:05-15:09          2            23           21           424.91       21          
182          15:10-15:14          3            22           19           379.28       19          
183          15:15-15:19          1            22           21           457.47       21          
184          15:20-15:24          3            22           19           367.72       19          
185          15:25-15:29          2            22           20           403.16       20          
186          15:30-15:34          2            22           20           397.06       20          
187          15:35-15:39          1            22           21           430.99       21          
188          15:40-15:44          0            22           22           464.20       22          
189          15:45-15:49          0            21           21           453.15       21          
190          15:50-15:54          1            21           20           402.13       20          
191          15:55-15:59          2            21           19           356.96       19          
192          16:00-16:04          2            21           19           352.98       19          
193          16:05-16:09          3            21           18           312.04       18          
194          16:10-16:14          3            21           18           309.05       18          
195          16:15-16:19          3            20           17           305.44       17          
196          16:20-16:24          10           20           10           107.15       10          
197          16:25-16:29          6            21           15           212.79       15          
198          16:30-16:34          7            21           14           182.85       14          
199          16:35-16:39          12           20           8            71.28        8           
200          16:40-16:44          18           21           3            6.89         3           
201          16:45-16:49          20           21           1            1.08         1           
202          16:50-16:54          27           21           -6           31.40        6           
203          16:55-16:59          25           22           -3           9.15         3           
204          17:00-17:04          40           22           -18          314.89       18          
205          17:05-17:09          49           23           -26          656.16       26          
206          17:10-17:14          79           29           -50          2492.11      50          
207          17:15-17:19          60           41           -19          380.08       19          
208          17:20-17:24          83           44           -39          1538.87      39          
209          17:25-17:29          85           52           -33          1121.43      33          
210          17:30-17:34          119          58           -61          3746.53      61          
211          17:35-17:39          144          72           -72          5126.77      72          
212          17:40-17:44          143          98           -45          1993.69      45          
213          17:45-17:49          190          116          -74          5498.57      74          
214          17:50-17:54          161          154          -7           48.79        7           
215          17:55-17:59          190          158          -32          1014.36      32          
216          18:00-18:04          222          175          -47          2253.24      47          
217          18:05-18:09          141          204          63           3934.08      63          
218          18:10-18:14          130          167          37           1338.97      37          
219          18:15-18:19          178          137          -41          1672.36      41          
220          18:20-18:24          181          149          -32          1031.35      32          
221          18:25-18:29          195          155          -40          1587.11      40          
222          18:30-18:34          134          164          30           915.67       30          
223          18:35-18:39          118          135          17           278.72       17          
224          18:40-18:44          121          108          -13          167.10       13          
225          18:45-18:49          101          95           -6           32.89        6           
226          18:50-18:54          89           85           -4           14.04        4           
227          18:55-18:59          107          76           -31          970.51       31          
228          19:00-19:04          95           74           -21          423.04       21          
229          19:05-19:09          90           71           -19          371.40       19          
230          19:10-19:14          63           66           3            10.99        3           
231          19:15-19:19          49           57           8            66.66        8           
232          19:20-19:24          68           48           -20          399.70       20          
233          19:25-19:29          54           46           -8           59.97        8           
234          19:30-19:34          32           42           10           95.18        10          
235          19:35-19:39          68           33           -35          1218.81      35          
236          19:40-19:44          38           35           -3           8.04         3           
237          19:45-19:49          33           30           -3           10.02        3           
238          19:50-19:54          33           24           -9           73.41        9           
239          19:55-19:59          38           21           -17          293.30       17          
240          20:00-20:04          25           19           -6           33.76        6           
241          20:05-20:09          25           18           -7           48.01        7           
242          20:10-20:14          20           17           -3           7.62         3           
243          20:15-20:19          19           16           -3           6.89         3           
244          20:20-20:24          27           16           -11          129.70       11          
245          20:25-20:29          28           15           -13          159.51       13          
246          20:30-20:34          22           15           -7           46.15        7           
247          20:35-20:39          7            15           8            59.95        8           
248          20:40-20:44          11           14           3            7.14         3           
249          20:45-20:49          13           13           0            0.00         0           
250          20:50-20:54          13           13           0            0.20         0           
251          20:55-20:59          10           12           2            4.63         2           
252          21:00-21:04          14           12           -2           5.44         2           
253          21:05-21:09          16           11           -5           20.89        5           
254          21:10-21:14          15           11           -4           13.69        4           
255          21:15-21:19          17           11           -6           34.11        6           
256          21:20-21:24          13           11           -2           3.71         2           
257          21:25-21:29          13           11           -2           4.52         2           
258          21:30-21:34          6            11           5            21.85        5           
259          21:35-21:39          18           10           -8           59.11        8           
260          21:40-21:44          16           10           -6           32.42        6           
261          21:45-21:49          11           10           -1           0.55         1           
262          21:50-21:54          12           10           -2           3.92         2           
263          21:55-21:59          12           10           -2           4.72         2           
264          22:00-22:04          23           10           -13          178.16       13          
265          22:05-22:09          20           10           -10          104.58       10          
266          22:10-22:14          16           10           -6           38.58        6           
267          22:15-22:19          15           10           -5           28.75        5           
268          22:20-22:24          7            9            2            6.06         2           
269          22:25-22:29          9            9            0            0.01         0           
270          22:30-22:34          5            9            4            14.35        4           
271          22:35-22:39          11           8            -3           6.59         3           
272          22:40-22:44          4            8            4            18.06        4           
273          22:45-22:49          2            8            6            35.07        6           
274          22:50-22:54          12           8            -4           19.78        4           
275          22:55-22:59          0            7            7            56.07        7           
276          23:00-23:04          0            7            7            50.84        7           
277          23:05-23:09          0            7            7            45.74        7           
278          23:10-23:14          0            6            6            41.87        6           
279          23:15-23:19          0            6            6            38.54        6           
280          23:20-23:24          0            6            6            35.70        6           
281          23:25-23:29          0            6            6            33.25        6           
282          23:30-23:34          2            6            4            12.75        4           
283          23:35-23:39          0            5            5            29.56        5           
284          23:40-23:44          0            5            5            27.66        5           
285          23:45-23:49          0            5            5            25.89        5           
286          23:50-23:54          0            5            5            24.26        5           
287          23:55-23:59          0            5            5            22.71        5           

====================================================================================================
Daily Summary
====================================================================================================
MSE:                     803.8343
MAE:                     15.2431
True Total Volume:       11115
Predicted Total Volume:  12161
Total Volume Error:      1046
