====================================================================================================
Detailed Report of 2019-04-27
====================================================================================================

Time Slot    Time Period          True         Predicted    Error        MSE          MAE         
85           07:05-07:09          32           22           -10          101.19       10          
86           07:10-07:14          37           24           -13          179.05       13          
87           07:15-07:19          34           25           -9           81.84        9           
88           07:20-07:24          19           26           7            46.91        7           
89           07:25-07:29          30           26           -4           19.21        4           
90           07:30-07:34          22           26           4            16.60        4           
91           07:35-07:39          30           26           -4           13.90        4           
92           07:40-07:44          47           27           -20          407.41       20          
93           07:45-07:49          28           28           0            0.17         0           
94           07:50-07:54          29           28           -1           0.30         1           
95           07:55-07:59          45           28           -17          283.56       17          
96           08:00-08:04          47           29           -18          317.87       18          
97           08:05-08:09          46           30           -16          247.99       16          
98           08:10-08:14          38           31           -7           52.55        7           
99           08:15-08:19          21           30           9            90.18        9           
100          08:20-08:24          36           29           -7           46.21        7           
101          08:25-08:29          61           29           -32          1008.71      32          
102          08:30-08:34          32           31           -1           0.56         1           
103          08:35-08:39          36           31           -5           26.40        5           
104          08:40-08:44          58           30           -28          766.03       28          
105          08:45-08:49          38           32           -6           39.77        6           
106          08:50-08:54          44           32           -12          154.73       12          
107          08:55-08:59          46           31           -15          211.14       15          
108          09:00-09:04          45           32           -13          175.19       13          
109          09:05-09:09          20           32           12           142.64       12          
110          09:10-09:14          32           30           -2           2.51         2           
111          09:15-09:19          25           30           5            24.68        5           
112          09:20-09:24          24           30           6            30.82        6           
113          09:25-09:29          24           29           5            26.48        5           
114          09:30-09:34          27           29           2            3.74         2           
115          09:35-09:39          34           29           -5           24.95        5           
116          09:40-09:44          14           30           16           241.75       16          
117          09:45-09:49          7            29           22           472.88       22          
118          09:50-09:54          5            28           23           509.73       23          
119          09:55-09:59          8            27           19           352.35       19          
120          10:00-10:04          22           26           4            20.07        4           
121          10:05-10:09          19           27           8            66.85        8           
122          10:10-10:14          18           28           10           91.54        10          
123          10:15-10:19          13           28           15           215.33       15          
124          10:20-10:24          15           27           12           155.09       12          
125          10:25-10:29          20           27           7            54.84        7           
126          10:30-10:34          22           28           6            32.80        6           
127          10:35-10:39          25           28           3            9.65         3           
128          10:40-10:44          12           29           17           273.52       17          
129          10:45-10:49          30           28           -2           3.84         2           
130          10:50-10:54          41           29           -12          152.19       12          
131          10:55-10:59          47           30           -17          289.86       17          
132          11:00-11:04          61           31           -30          887.34       30          
133          11:05-11:09          81           33           -48          2312.72      48          
134          11:10-11:14          94           37           -57          3226.47      57          
135          11:15-11:19          102          51           -51          2557.25      51          
136          11:20-11:24          143          67           -76          5775.29      76          
137          11:25-11:29          149          107          -42          1737.06      42          
138          11:30-11:34          198          138          -60          3652.52      60          
139          11:35-11:39          228          187          -41          1710.78      41          
140          11:40-11:44          208          248          40           1570.35      40          
141          11:45-11:49          216          250          34           1152.03      34          
142          11:50-11:54          201          247          46           2120.11      46          
143          11:55-11:59          224          235          11           124.52       11          
144          12:00-12:04          151          239          88           7799.32      88          
145          12:05-12:09          123          190          67           4437.03      67          
146          12:10-12:14          93           139          46           2076.60      46          
147          12:15-12:19          93           95           2            5.26         2           
148          12:20-12:24          96           75           -21          441.56       21          
149          12:25-12:29          47           69           22           496.93       22          
150          12:30-12:34          70           53           -17          285.19       17          
151          12:35-12:39          83           49           -34          1153.39      34          
152          12:40-12:44          41           53           12           133.45       12          
153          12:45-12:49          59           44           -15          229.74       15          
154          12:50-12:54          25           43           18           314.17       18          
155          12:55-12:59          12           35           23           520.78       23          
156          13:00-13:04          4            30           26           665.49       26          
157          13:05-13:09          7            28           21           433.18       21          
158          13:10-13:14          3            27           24           556.87       24          
159          13:15-13:19          0            26           26           652.67       26          
160          13:20-13:24          2            25           23           511.62       23          
161          13:25-13:29          4            24           20           403.12       20          
162          13:30-13:34          4            24           20           391.55       20          
163          13:35-13:39          5            24           19           345.75       19          
164          13:40-13:44          5            24           19           342.70       19          
165          13:45-13:49          4            23           19           377.68       19          
166          13:50-13:54          0            23           23           543.85       23          
167          13:55-13:59          0            23           23           528.74       23          
168          14:00-14:04          1            23           22           471.68       22          
169          14:05-14:09          1            23           22           464.56       22          
170          14:10-14:14          2            22           20           416.38       20          
171          14:15-14:19          0            22           22           497.86       22          
172          14:20-14:24          0            22           22           488.94       22          
173          14:25-14:29          0            22           22           480.59       22          
174          14:30-14:34          0            22           22           473.53       22          
175          14:35-14:39          0            22           22           466.97       22          
176          14:40-14:44          0            21           21           460.83       21          
177          14:45-14:49          0            21           21           455.01       21          
178          14:50-14:54          0            21           21           449.38       21          
179          14:55-14:59          0            21           21           443.80       21          
180          15:00-15:04          0            21           21           438.25       21          
181          15:05-15:09          2            21           19           353.54       19          
182          15:10-15:14          0            21           21           431.45       21          
183          15:15-15:19          0            21           21           425.13       21          
184          15:20-15:24          0            20           20           418.51       20          
185          15:25-15:29          0            20           20           412.53       20          
186          15:30-15:34          0            20           20           406.59       20          
187          15:35-15:39          0            20           20           400.73       20          
188          15:40-15:44          0            20           20           394.95       20          
189          15:45-15:49          3            20           17           279.85       17          
190          15:50-15:54          0            20           20           389.33       20          
191          15:55-15:59          2            20           18           308.21       18          
192          16:00-16:04          1            19           18           341.10       18          
193          16:05-16:09          0            19           19           373.80       19          
194          16:10-16:14          0            19           19           366.20       19          
195          16:15-16:19          6            19           13           167.78       13          
196          16:20-16:24          13           19           6            36.85        6           
197          16:25-16:29          6            19           13           181.53       13          
198          16:30-16:34          5            19           14           207.06       14          
199          16:35-16:39          3            19           16           262.75       16          
200          16:40-16:44          14           19           5            24.65        5           
201          16:45-16:49          9            19           10           105.33       10          
202          16:50-16:54          11           19           8            67.71        8           
203          16:55-16:59          43           19           -24          565.74       24          
204          17:00-17:04          36           21           -15          232.18       15          
205          17:05-17:09          40           22           -18          339.48       18          
206          17:10-17:14          27           22           -5           22.81        5           
207          17:15-17:19          77           22           -55          3016.80      55          
208          17:20-17:24          70           31           -39          1499.54      39          
209          17:25-17:29          88           38           -50          2525.06      50          
210          17:30-17:34          81           46           -35          1231.94      35          
211          17:35-17:39          144          50           -94          8770.83      94          
212          17:40-17:44          120          68           -52          2681.54      52          
213          17:45-17:49          109          75           -34          1178.25      34          
214          17:50-17:54          97           75           -22          465.44       22          
215          17:55-17:59          109          74           -35          1254.40      35          
216          18:00-18:04          98           75           -23          534.68       23          
217          18:05-18:09          120          73           -47          2237.46      47          
218          18:10-18:14          97           76           -21          445.98       21          
219          18:15-18:19          107          72           -35          1201.45      35          
220          18:20-18:24          51           72           21           440.07       21          
221          18:25-18:29          72           59           -13          167.67       13          
222          18:30-18:34          54           55           1            0.54         1           
223          18:35-18:39          49           48           -1           1.01         1           
224          18:40-18:44          48           42           -6           37.73        6           
225          18:45-18:49          30           37           7            55.33        7           
226          18:50-18:54          19           30           11           126.90       11          
227          18:55-18:59          12           23           11           115.19       11          
228          19:00-19:04          14           19           5            29.13        5           
229          19:05-19:09          13           18           5            27.15        5           
230          19:10-19:14          17           17           0            0.07         0           
231          19:15-19:19          28           17           -11          127.84       11          
232          19:20-19:24          24           17           -7           52.58        7           
233          19:25-19:29          19           17           -2           5.82         2           
234          19:30-19:34          26           16           -10          96.12        10          
235          19:35-19:39          18           16           -2           3.22         2           
236          19:40-19:44          12           16           4            14.75        4           
237          19:45-19:49          15           15           0            0.06         0           
238          19:50-19:54          17           15           -2           4.34         2           
239          19:55-19:59          7            15           8            59.63        8           
240          20:00-20:04          13           14           1            1.18         1           
241          20:05-20:09          6            14           8            60.86        8           
242          20:10-20:14          7            13           6            39.23        6           
243          20:15-20:19          1            13           12           141.00       12          
244          20:20-20:24          6            12           6            41.61        6           
245          20:25-20:29          12           12           0            0.05         0           
246          20:30-20:34          8            12           4            17.57        4           
247          20:35-20:39          5            12           7            49.57        7           
248          20:40-20:44          1            12           11           116.74       11          
249          20:45-20:49          0            11           11           132.07       11          
250          20:50-20:54          12           11           -1           0.66         1           
251          20:55-20:59          10           11           1            1.55         1           
252          21:00-21:04          5            11           6            38.94        6           
253          21:05-21:09          6            11           5            25.53        5           
254          21:10-21:14          6            11           5            24.08        5           
255          21:15-21:19          5            11           6            33.34        6           
256          21:20-21:24          3            11           8            57.94        8           
257          21:25-21:29          0            10           10           108.14       10          
258          21:30-21:34          4            10           6            37.48        6           
259          21:35-21:39          3            10           7            48.71        7           
260          21:40-21:44          1            10           9            77.92        9           
261          21:45-21:49          4            10           6            31.59        6           
262          21:50-21:54          1            10           9            72.27        9           
263          21:55-21:59          3            9            6            39.79        6           
264          22:00-22:04          7            9            2            4.72         2           
265          22:05-22:09          2            9            7            51.14        7           
266          22:10-22:14          4            9            5            24.88        5           
267          22:15-22:19          3            9            6            34.43        6           
268          22:20-22:24          2            9            7            45.37        7           
269          22:25-22:29          0            9            9            73.52        9           
270          22:30-22:34          3            8            5            28.84        5           
271          22:35-22:39          0            8            8            68.06        8           
272          22:40-22:44          2            8            6            36.76        6           
273          22:45-22:49          1            8            7            47.97        7           
274          22:50-22:54          0            8            8            60.44        8           
275          22:55-22:59          0            8            8            57.74        8           
276          23:00-23:04          0            7            7            55.19        7           
277          23:05-23:09          0            7            7            52.84        7           
278          23:10-23:14          0            7            7            50.67        7           
279          23:15-23:19          0            7            7            48.60        7           
280          23:20-23:24          0            7            7            46.64        7           
281          23:25-23:29          0            7            7            44.79        7           
282          23:30-23:34          0            7            7            43.01        7           
283          23:35-23:39          0            6            6            41.27        6           
284          23:40-23:44          0            6            6            39.61        6           
285          23:45-23:49          0            6            6            37.97        6           
286          23:50-23:54          0            6            6            36.41        6           
287          23:55-23:59          0            6            6            34.88        6           

====================================================================================================
Daily Summary
====================================================================================================
MSE:                     358.3254
MAE:                     12.1806
True Total Volume:       6584
Predicted Total Volume:  7168
Total Volume Error:      584
